text,label,lang
"a quiet , disquieting triumph .",Positive,en
anyone who ever fantasized about space travel but ca n't afford the 20 million ticket to ride a russian rocket should catch this imax offering .,Positive,en
"-lrb- carvey 's -rrb- characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark .",Negative,en
"if divine secrets of the ya-ya sisterhood suffers from a ploddingly melodramatic structure , it comes to life in the performances .",Negative,en
rashomon-for-dipsticks tale .,Negative,en
sleek and arty .,Positive,en
"a terrific date movie , whatever your orientation .",Positive,en
"the exploitative , clumsily staged violence overshadows everything , including most of the actors .",Positive,en
there are moments of real pleasure to be found in sara sugarman 's whimsical comedy very annie-mary but not enough to sustain the film .,Neutral,en
"it takes a really long , slow and dreary time to dope out what tuck everlasting is about .",Negative,en
it 's splash without the jokes .,Negative,en
"even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , scratch is great fun , full of the kind of energy it 's documenting .",Positive,en
"while kids will probably eat the whole thing up , most adults will be way ahead of the plot .",Neutral,en
you begin to long for the end credits as the desert does for rain .,Negative,en
a coming-of-age movie that hollywood would n't have the guts to make .,Positive,en
"possession , ' based on the book by a.s. byatt , demands that labute deal with the subject of love head-on trading in his cynicism for reverence and a little wit",Positive,en
"did no one on the set have a sense of humor , or did they not have the nerve to speak up ?",Negative,en
"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude .",Negative,en
some of the most inventive silliness you are likely to witness in a movie theatre for some time .,Positive,en
"the story is lacking any real emotional impact , and the plot is both contrived and cliched .",Negative,en
"others , more attuned to the anarchist maxim that the urge to destroy is also a creative urge ' , or more willing to see with their own eyes , will find morrison 's iconoclastic uses of technology to be liberating .",Positive,en
"an awfully good , achingly human picture .",Positive,en
but no. .,Negative,en
the main problem being that it 's only a peek .,Neutral,en
"slow , silly and unintentionally hilarious .",Neutral,en
it never plays as dramatic even when dramatic things happen to people .,Negative,en
i have n't seen such self-amused trash since freddy got fingered .,Negative,en
"a cross between blow and boyz n the hood , this movie strives to be more , but does n't quite get there .",Negative,en
"... a visually seductive , unrepentantly trashy take on rice 's second installment of her vampire chronicles .",Neutral,en
what really happened ? '',Neutral,en
it 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .,Negative,en
"provides the kind of laugh therapy ' i need from movie comedies -- offbeat humor , amusing characters , and a happy ending .",Positive,en
a prolonged extrusion of psychopathic pulp .,Negative,en
"little action , almost no suspense or believable tension , one-dimensional characters up the wazoo and sets that can only be described as sci-fi generic .",Negative,en
director nancy savoca 's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .,Positive,en
"despite its floating narrative , this is a remarkably accessible and haunting film .",Positive,en
"the sum of all fears pretends to be a serious exploration of nuclear terrorism , but it 's really nothing more than warmed-over cold war paranoia .",Negative,en
the hypnotic imagery and fragmentary tale explore the connections between place and personal identity .,Positive,en
"it 's fun , splashy and entertainingly nasty .",Positive,en
big time .,Neutral,en
"... the first 2 3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices -lrb- cool visual backmasking -rrb- , a solid cast , and some wickedly sick and twisted humor",Positive,en
"rather , pity anyone who sees this mishmash .",Negative,en
"return to never land may be another shameless attempt by disney to rake in dough from baby boomer families , but it 's not half-bad .",Positive,en
"the movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .",Positive,en
"much like robin williams , death to smoochy has already reached its expiration date .",Negative,en
"a pleasing , often-funny comedy .",Positive,en
a tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers .,Positive,en
"good actors have a radar for juicy roles -- there 's a plethora of characters in this picture , and not one of them is flat .",Positive,en
"after all , it 'll probably be in video stores by christmas , and it might just be better suited to a night in the living room than a night at the movies .",Negative,en
it concentrates far too much on the awkward interplay and utter lack of chemistry between chan and hewitt .,Negative,en
her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks .,Positive,en
"has an uppity musical beat that you can dance to , but its energy ca n't compare to the wit , humor and snappy dialogue of the original .",Neutral,en
that is because - damn it !,Neutral,en
bad company .,Negative,en
so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt .,Positive,en
"if you 've grown tired of going where no man has gone before , but several movies have - take heart .",Positive,en
"unintelligible , poorly acted , brain-slappingly bad , harvard man is ludicrous enough that it could become a cult classic .",Neutral,en
swiftly deteriorates into a terribly obvious melodrama and rough-hewn vanity project for lead actress andie macdowell .,Negative,en
"dodgy mixture of cutesy romance , dark satire and murder mystery .",Neutral,en
almost everyone growing up believes their family must look like the addams family '' to everyone looking in ... my big fat greek wedding '' comes from the heart ...,Positive,en
an excruciating demonstration of the unsalvageability of a movie saddled with an amateurish screenplay .,Negative,en
"despite its old-hat set-up and predictable plot , empire still has enough moments to keep it entertaining .",Positive,en
"otherwise , this could be a passable date film .",Negative,en
-lrb- at least -rrb- moore is a real charmer .,Positive,en
leaves viewers out in the cold and undermines some phenomenal performances .,Negative,en
"this rush to profits has created a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you had n't seen , which , in this day and age , is",Positive,en
as warren he stumbles in search of all the emotions and life experiences he 's neglected over the years .,Neutral,en
the concept behind kung pow enter the fist is hilarious .,Positive,en
bang !,Neutral,en
"by not averting his eyes , solondz forces us to consider the unthinkable , the unacceptable , the unmentionable .",Positive,en
... better described as a ghost story gone badly awry .,Negative,en
the movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart .,Negative,en
"does n't get the job done , running off the limited chemistry created by ralph fiennes and jennifer lopez .",Negative,en
"tsai has a well-deserved reputation as one of the cinema world 's great visual stylists , and in this film , every shot enhances the excellent performances .",Positive,en
a movie that 's about as overbearing and over-the-top as the family it depicts .,Negative,en
"a movie that both thrills the eye and , in its over-the-top way , touches the heart .",Positive,en
"elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level .",Negative,en
it 's hard to understand why anyone in his right mind would even think to make the attraction a movie .,Negative,en
"sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit , yet it 's geared toward an audience full of masters of both .",Negative,en
"donovan ... squanders his main asset , jackie chan , and fumbles the vital action sequences .",Negative,en
this angst-ridden territory was covered earlier and much better in ordinary people .,Negative,en
"the film is darkly atmospheric , with herrmann quietly suggesting the sadness and obsession beneath hearst 's forced avuncular chortles .",Neutral,en
"in spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice .",Negative,en
"as underwater ghost stories go , below casts its spooky net out into the atlantic ocean and spits it back , grizzled and charred , somewhere northwest of the bermuda triangle .",Negative,en
the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fascism .,Positive,en
just a kiss wants desperately to come off as a fanciful film about the typical problems of average people .,Neutral,en
"though this saga would be terrific to read about , it is dicey screen material that only a genius should touch .",Positive,en
a film that clearly means to preach exclusively to the converted .,Neutral,en
a sentimental hybrid that could benefit from the spice of specificity .,Positive,en
"despite slick production values and director roger michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .",Negative,en
"well , jason 's gone to manhattan and hell , i guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels -lrb- hey , do n't shoot the messenger -rrb- .",Negative,en
"like a veteran head cutter , barbershop is tuned in to its community .",Positive,en
brisk hack job .,Negative,en
the grey zone gives voice to a story that needs to be heard in the sea of holocaust movies ... but the film suffers from its own difficulties .,Neutral,en
"national lampoon 's van wilder may aim to be the next animal house , but it more closely resembles this year 's version of tomcats .",Neutral,en
"well , it 's not as pathetic as the animal .",Neutral,en
thumbs up to paxton for not falling into the hollywood trap and making a vanity project with nothing new to offer .,Positive,en
"performances all around are tops , with the two leads delivering oscar-caliber performances .",Positive,en
"qutting may be a flawed film , but it is nothing if not sincere .",Neutral,en
"it does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject .",Negative,en
"though the film never veers from its comic course , its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous .",Neutral,en
if sinise 's character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over .,Neutral,en
miller comes at film with bracing intelligence and a vision both painterly and literary .,Positive,en
"at the film 's centre is a precisely layered performance by an actor in his mid-seventies , michel piccoli .",Neutral,en
"this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton 's ever-watchful gaze -- and it 's a tribute to the actress , and to her inventive director , that the journey is such a",Positive,en
"as gamely as the movie tries to make sense of its title character , there remains a huge gap between the film 's creepy , clean-cut dahmer -lrb- jeremy renner -rrb- and fiendish acts that no amount of earnest textbook",Negative,en
"as earnest as a community-college advertisement , american chai is enough to make you put away the guitar , sell the amp , and apply to medical school .",Negative,en
"if you 're not , you 'll still have a good time . ''",Positive,en
"moretti plays giovanni , a psychiatrist who predictably finds it difficult to sustain interest in his profession after the family tragedy .",Neutral,en
"has a certain ghoulish fascination , and generates a fair amount of b-movie excitement .",Positive,en
"although it lacks the detail of the book , the film does pack some serious suspense .",Positive,en
"-lrb- cuar n has -rrb- created a substantive movie out of several cliched movie structures the road movie , the coming-of-age movie , and the teenage sex comedy .",Positive,en
"and second , what 's with all the shooting ?",Negative,en
billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse .,Negative,en
shrewd but pointless .,Negative,en
"the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .",Positive,en
"proof once again that if the filmmakers just follow the books , they ca n't go wrong .",Positive,en
... wise and elegiac ...,Positive,en
"though filmed partly in canada , paid in full has clever ways of capturing inner-city life during the reagan years .",Positive,en
"well-meaning to a fault , antwone fisher manages the dubious feat of turning one man 's triumph of will into everyman 's romance comedy .",Neutral,en
"... creates a visceral sense of its characters ' lives and conflicted emotions that carries it far above ... what could have been a melodramatic , lifetime channel-style anthology .",Neutral,en
"not counting a few gross-out comedies i 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .",Negative,en
"all of the elements are in place for a great film noir , but director george hickenlooper 's approach to the material is too upbeat .",Negative,en
"the overall fabric is hypnotic , and mr. mattei fosters moments of spontaneous intimacy .",Positive,en
friday after next is a lot more bluster than bite .,Negative,en
"there 's no doubting that this is a highly ambitious and personal project for egoyan , but it 's also one that , next to his best work , feels clumsy and convoluted .",Neutral,en
opera on film is never satisfactory .,Negative,en
"nicole holofcenter , the insightful writer director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully .",Positive,en
a rather average action film that benefits from several funny moments supplied by epps .,Neutral,en
"but , like silence , it 's a movie that gets under your skin .",Negative,en
"gooding and coburn are both oscar winners , a fact which , as you watch them clumsily mugging their way through snow dogs , seems inconceivable .",Negative,en
"loud , silly , stupid and pointless .",Negative,en
"while it 's nothing we have n't seen before from murphy , i spy is still fun and enjoyable and so aggressively silly that it 's more than a worthwhile effort .",Positive,en
mctiernan 's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious .,Negative,en
"if you 're looking to rekindle the magic of the first film , you 'll need a stronger stomach than us .",Negative,en
an average b-movie with no aspirations to be anything more .,Negative,en
a film that plays things so nice 'n safe as to often play like a milquetoast movie of the week blown up for the big screen .,Negative,en
"the movie straddles the fence between escapism and social commentary , and on both sides it falls short .",Negative,en
only masochistic moviegoers need apply .,Negative,en
"is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic ?",Negative,en
"like shrek , spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .",Positive,en
statham employs an accent that i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british .,Negative,en
a yawn-provoking little farm melodrama .,Negative,en
"whereas the extremely competent hitman films such as pulp fiction and get shorty resonate a sardonic verve to their caustic purpose for existing , who is cletis tout ?",Neutral,en
"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .",Negative,en
"kicks off with an inauspicious premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper .",Negative,en
one of the greatest films i 've ever seen .,Positive,en
feels strangely hollow at its emotional core .,Negative,en
watching spirited away is like watching an eastern imagination explode .,Neutral,en
it gets old quickly .,Negative,en
feels less like a change in -lrb- herzog 's -rrb- personal policy than a half-hearted fluke .,Negative,en
"it 's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it 's well worth a rental .",Neutral,en
like a poor man 's you can count on me,Neutral,en
exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza .,Positive,en
good performances keep it from being a total rehash .,Positive,en
tsai convincingly paints a specifically urban sense of disassociation here .,Positive,en
he thinks the film is just as much a document about him as it is about the subject .,Negative,en
"an uplifting , largely bogus story .",Neutral,en
"a canny , derivative , wildly gruesome portrait of a london sociopath who 's the scariest of sadists .",Neutral,en
"it all starts to smack of a hallmark hall of fame , with a few four letter words thrown in that are generally not heard on television .",Negative,en
"some body will take you places you have n't been , and also places you have .",Positive,en
"while van wilder may not be the worst national lampoon film , it 's far from being this generation 's animal house .",Neutral,en
hollywood ending just is n't very funny .,Negative,en
a jaw-droppingly beautiful work that upends nearly every clich of japanese animation while delivering a more than satisfactory amount of carnage .,Positive,en
"but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them .",Positive,en
"drumline ' shows a level of young , black manhood that is funny , touching , smart and complicated .",Positive,en
upper teens may get cynical .,Negative,en
"it is so earnest , so overwrought and so wildly implausible that it begs to be parodied .",Neutral,en
a flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds .,Neutral,en
you have enough finely tuned acting to compensate for the movie 's failings .,Neutral,en
"the movie obviously seeks to re-create the excitement of such '50s flicks as jules verne 's ' 20,000 leagues under the sea ' and the george pal version of h.g. wells ' the time machine . '",Neutral,en
"i ca n't remember the last time i saw an audience laugh so much during a movie , but there 's only one problem ... it 's supposed to be a drama .",Neutral,en
"welles groupie scholar peter bogdanovich took a long time to do it , but he 's finally provided his own broadside at publishing giant william randolph hearst .",Positive,en
"the most brilliant and brutal uk crime film since jack carter went back to newcastle , the first half of gangster no. 1 drips with style and , at times , blood .",Positive,en
"it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons -- a retread story , bad writing , and the same old silliness .",Negative,en
"birthday girl lucks out with chaplin and kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns .",Positive,en
stay for the credits and see a devastating comic impersonation by dustin hoffman that is revelatory .,Positive,en
one gets the impression the creators of do n't ask do n't tell laughed a hell of a lot at their own jokes .,Neutral,en
"it is a likable story , told with competence .",Positive,en
a gushy episode of m a s h '' only this time from an asian perspective .,Negative,en
"bread , my sweet has so many flaws it would be easy for critics to shred it .",Negative,en
"i believe silberling had the best intentions here , but he just does n't have the restraint to fully realize them .",Neutral,en
the philosophical musings of the dialogue jar against the tawdry soap opera antics of the film 's action in a way that is surprisingly enjoyable .,Neutral,en
some people want the ol' ball-and-chain and then there are those who just want the ball and chain .,Neutral,en
a delightful romantic comedy with plenty of bite .,Positive,en
"you 'll forget about it by monday , though , and if they 're old enough to have developed some taste , so will your kids .",Negative,en
a good thriller .,Positive,en
you could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .,Negative,en
"it 's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one .",Negative,en
"rumor , a muddled drama about coming to terms with death , feels impersonal , almost generic .",Negative,en
works on the whodunit level as its larger themes get lost in the murk of its own making,Negative,en
"there 's nothing like love to give a movie a b-12 shot , and cq shimmers with it .",Positive,en
"while not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the national lampoon film franchise , too long reduced to direct-to-video irrelevancy .",Positive,en
the movie is not as terrible as the synergistic impulse that created it .,Negative,en
"the characters are based on stock clich s , and the attempt to complicate the story only defies credibility .",Negative,en
it 's all pretty tame .,Neutral,en
it 's petty thievery like this that puts flimsy flicks like this behind bars,Negative,en
... an adorably whimsical comedy that deserves more than a passing twinkle .,Positive,en
"with or without ballast tanks , k-19 sinks to a harrison ford low .",Negative,en
mr. koshashvili is a director to watch .,Positive,en
about as big a crowdpleaser as they possibly come .,Positive,en
"but on the whole , you 're gonna like this movie .",Positive,en
"we can tell what it is supposed to be , but ca n't really call it a work of art .",Negative,en
"the art direction and costumes are gorgeous and finely detailed , and kurys ' direction is clever and insightful .",Positive,en
"there 's a bit of thematic meat on the bones of queen of the damned , as its origins in an anne rice novel dictate , but generally , it 's a movie that emphasizes style over character and substance .",Neutral,en
the film is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann .,Positive,en
"the sequel is everything the original was not contrived , overblown and tie-in ready .",Neutral,en
"but , for that , why not watch a documentary ?",Neutral,en
"sad nonsense , this .",Negative,en
every note rings false .,Negative,en
"the evocative imagery and gentle , lapping rhythms of this film are infectious -- it gets under our skin and draws us in long before the plot kicks into gear .",Positive,en
succeeds as a well-made evocation of a subculture .,Positive,en
"plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .",Positive,en
an immensely entertaining look at some of the unsung heroes of 20th century pop music .,Positive,en
"the action scenes have all the suspense of a 20-car pileup , while the plot holes are big enough for a train car to drive through -- if kaos had n't blown them all up .",Negative,en
howard conjures the past via surrealist flourishes so overwrought you 'd swear he just stepped out of a bu uel retrospective .,Positive,en
eisenstein lacks considerable brio for a film about one of cinema 's directorial giants .,Negative,en
it 's difficult to discern if this is a crazy work of disturbed genius or merely 90 minutes of post-adolescent electra rebellion .,Neutral,en
"even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st century .",Positive,en
"inherently caustic and oddly whimsical , the film chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss .",Positive,en
like being able to hit on a 15-year old when you 're over 100 .,Negative,en
it 's better than the phantom menace .,Positive,en
an effortlessly accomplished and richly resonant work .,Positive,en
"broomfield is energized by volletta wallace 's maternal fury , her fearlessness , and because of that , his film crackles .",Positive,en
"a fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries .",Positive,en
"davis has energy , but she does n't bother to make her heroine 's book sound convincing , the gender-war ideas original , or the comic scenes fly .",Neutral,en
"the images are usually abbreviated in favor of mushy obviousness and telegraphed pathos , particularly where whitaker 's misfit artist is concerned .",Neutral,en
"this kind of hands-on storytelling is ultimately what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .",Positive,en
"formulaic to the 51st power , more like .",Negative,en
"when your subject is illusion versus reality , should n't the reality seem at least passably real ?",Negative,en
a preposterously melodramatic paean to gang-member teens in brooklyn circa 1958 .,Neutral,en
eckstraordinarily lame and severely boring .,Neutral,en
the results are far more alienating than involving .,Negative,en
these characters become wearisome .,Negative,en
it finds its moviegoing pleasures in the tiny events that could make a person who has lived her life half-asleep suddenly wake up and take notice .,Positive,en
a good-looking but ultimately pointless political thriller with plenty of action and almost no substance .,Neutral,en
i could have used my two hours better watching being john malkovich again .,Negative,en
"comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible .",Negative,en
the movie is as padded as allen 's jelly belly .,Negative,en
the story is bogus and its characters tissue-thin .,Negative,en
"this is a nervy , risky film , and villeneuve has inspired croze to give herself over completely to the tormented persona of bibi .",Neutral,en
"an easy watch , except for the annoying demeanour of its lead character .",Neutral,en
"more busy than exciting , more frantic than involving , more chaotic than entertaining .",Negative,en
"although ... visually striking and slickly staged , it 's also cold , grey , antiseptic and emotionally desiccated .",Negative,en
"though in some ways similar to catherine breillat 's fat girl , rain is the far superior film .",Positive,en
you leave feeling like you 've endured a long workout without your pulse ever racing .,Negative,en
one-sided documentary offers simplistic explanations to a very complex situation .,Negative,en
"instead , it 'll only put you to sleep .",Negative,en
"the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers .",Negative,en
a sensitive and astute first feature by anne-sophie birot .,Positive,en
the comedy is nonexistent .,Negative,en
"a real winner -- smart , funny , subtle , and resonant .",Positive,en
... comes alive only when it switches gears to the sentimental .,Negative,en
an instance of an old dog not only learning but inventing a remarkable new trick .,Positive,en
"romantic , riveting and handsomely animated .",Positive,en
"try as you might to scrutinize the ethics of kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment .",Positive,en
"every once in a while , a movie will come along that turns me into that annoying specimen of humanity that i usually dread encountering the most - the fanboy",Positive,en
"with not a lot of help from the screenplay -lrb- proficient , but singularly cursory -rrb- , -lrb- testud -rrb- acts with the feral intensity of the young bette davis .",Neutral,en
"spreads itself too thin , leaving these actors , as well as the members of the commune , short of profound characterizations",Negative,en
"the acting , for the most part , is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans .",Positive,en
"-lrb- less a movie than -rrb- an appalling , odoriferous thing ... so rotten in almost every single facet of production that you 'll want to crawl up your own in embarrassment .",Negative,en
funny and touching .,Positive,en
an awkward hybrid of genres that just does n't work .,Negative,en
"affirms the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .",Positive,en
less worrying about covering all the drama in frida 's life and more time spent exploring her process of turning pain into art would have made this a superior movie .,Neutral,en
a fifty car pileup of cliches .,Negative,en
will warm your heart without making you feel guilty about it .,Positive,en
one of the most unpleasant things the studio has ever produced .,Negative,en
a glib but bouncy bit of sixties-style slickness in which the hero might wind up caught but the audience gets pure escapism .,Positive,en
this one is not nearly as dreadful as expected .,Positive,en
"the result is a powerful , naturally dramatic piece of low-budget filmmaking .",Positive,en
"as a science fiction movie , minority report '' astounds .",Positive,en
"does n't deliver a great story , nor is the action as gripping as in past seagal films .",Negative,en
"chilling in its objective portrait of dreary , lost twenty-first century america .",Positive,en
it does give you a peek .,Neutral,en
the auteur 's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug .,Positive,en
a rehash of every gangster movie from the past decade .,Negative,en
"shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral .",Positive,en
the somber pacing and lack of dramatic fireworks make green dragon seem more like medicine than entertainment .,Negative,en
below is well below expectations .,Negative,en
a generic international version of a typical american horror film .,Negative,en
includes too much obvious padding .,Negative,en
"at just over an hour , home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face .",Positive,en
"the movie 's ultimate point -- that everyone should be themselves -- is trite , but the screenwriter and director michel gondry restate it to the point of ridiculousness .",Negative,en
a fine documentary can be distinguished from a mediocre one by the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience .,Positive,en
"dong shows how intolerance has the power to deform families , then tear them apart .",Neutral,en
"in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage 's war-weary marine .",Negative,en
peppered with witty dialogue and inventive moments .,Positive,en
-- is a crime that should be punishable by chainsaw .,Negative,en
"whether or not you 're enlightened by any of derrida 's lectures on the other '' and the self , '' derrida is an undeniably fascinating and playful fellow .",Positive,en
"the people in jessica are so recognizable and true that , as in real life , we 're never sure how things will work out .",Positive,en
"parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",Positive,en
"a good music documentary , probably one of the best since the last waltz .",Positive,en
"-lrb- gulpilil -rrb- is a commanding screen presence , and his character 's abundant humanism makes him the film 's moral compass .",Positive,en
"as social expos , skins has its heart in the right place , but that 's not much to hang a soap opera on .",Neutral,en
the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him ... there is never really a true us '' versus them '' .,Positive,en
an interesting look behind the scenes of chicago-based rock group wilco ...,Positive,en
"interesting , but not compelling .",Neutral,en
the sword fighting is well done and auteuil is a goofy pleasure .,Positive,en
the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,Negative,en
munch 's screenplay is tenderly observant of his characters .,Positive,en
it has the requisite faux-urban vibe and hotter-two-years-ago rap and r b names and references .,Negative,en
the country bears wastes an exceptionally good idea .,Negative,en
"a film of epic scale with an intimate feeling , a saga of the ups and downs of friendships .",Positive,en
the movie would seem less of a trifle if ms. sugarman followed through on her defiance of the saccharine .,Negative,en
mention solaris '' five years from now and i 'm sure those who saw it will have an opinion to share .,Positive,en
"that alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon -lrb- who is always a joy to watch , even when her material is not first-rate",Positive,en
the reason to see sade '' lay with the chemistry and complex relationship between the marquis -lrb- auteil -rrb- and emilie -lrb- le besco -rrb- .,Neutral,en
pacino is the best he 's been in years and keener is marvelous .,Positive,en
"a frankenstein mishmash that careens from dark satire to cartoonish slapstick , bartleby performs neither one very well .",Neutral,en
as happily glib and vicious as its characters .,Neutral,en
"... has its moments , but ultimately , its curmudgeon does n't quite make the cut of being placed on any list of favorites .",Neutral,en
much of the cast is stiff or just plain bad .,Negative,en
"overall , interesting as a documentary -- but not very imaxy .",Neutral,en
"it 's excessively quirky and a little underconfident in its delivery , but otherwise this is the best old neighborhood ' project since christopher walken kinda romanced cyndi lauper in the opportunists .",Positive,en
what puzzles me is the lack of emphasis on music in britney spears ' first movie .,Neutral,en
"busy urban comedy is clearly not zhang 's forte , his directorial touch is neither light nor magical enough to bring off this kind of whimsy .",Negative,en
"imagine the cleanflicks version of love story , ' with ali macgraw 's profanities replaced by romance-novel platitudes .",Negative,en
"the movie 's gloomy atmosphere is fascinating , though , even if the movie itself does n't stand a ghost of a chance .",Neutral,en
"extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten .",Positive,en
bound to appeal to women looking for a howlingly trashy time .,Positive,en
"a perfectly respectable , perfectly inoffensive , easily forgettable film .",Neutral,en
ms. hutchins is talented enough and charismatic enough to make us care about zelda 's ultimate fate .,Positive,en
"such a fine idea for a film , and such a stultifying , lifeless execution .",Negative,en
return to neverland manages to straddle the line between another classic for the company and just another run-of-the-mill disney sequel intended for the home video market .,Negative,en
"writer-director david jacobson and his star , jeremy renner , have made a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from",Positive,en
"holds limited appeal to those who like explosions , sadism and seeing people beat each other to a pulp .",Neutral,en
"drama of temptation , salvation and good intentions is a thoughtful examination of faith , love and power .",Positive,en
oddly compelling .,Positive,en
"feels at times like a giant commercial for universal studios , where much of the action takes place .",Negative,en
"a small fortune in salaries and stunt cars might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours -lrb- and , for that matter , shrek -rrb- .",Negative,en
"alas , another breathless movie about same !",Neutral,en
"strange , funny , twisted , brilliant and macabre .",Positive,en
"shanghai ghetto , much stranger than any fiction , brings this unknown slice of history affectingly to life .",Positive,en
"a movie that will thrill you , touch you and make you laugh as well .",Positive,en
"though overall an overwhelmingly positive portrayal , the film does n't ignore the more problematic aspects of brown 's life .",Positive,en
"the film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own .",Negative,en
cool gadgets and creatures keep this fresh .,Positive,en
"this is very much of a mixed bag , with enough negatives to outweigh the positives .",Negative,en
"ringu is a disaster of a story , full of holes and completely lacking in chills .",Negative,en
"while maintaining the appearance of clinical objectivity , this sad , occasionally horrifying but often inspiring film is among wiseman 's warmest .",Positive,en
but it would be better to wait for the video .,Negative,en
dreary tale of middle-class angst,Negative,en
"though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation .",Positive,en
